Id,Lot Area,Overall Qual,Year Built,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,TotRms AbvGrd,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,SalePrice,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Exter Qual_TA,Kitchen Qual_Gd,Kitchen Qual_TA
2497,6993,5,1961,0.0,465.0,0.0,447.0,912.0,1236,0,0,1236,6,288.0,0,0,0,0,0,0,0,135000,0,0,0,1,0,1
495,9430,8,1999,673.0,1163.0,0.0,89.0,1252.0,1268,1097,0,2365,8,856.0,0,128,0,0,180,0,0,337000,1,0,0,0,1,0
2528,11029,6,1968,220.0,619.0,0.0,435.0,1054.0,1512,1142,0,2654,9,619.0,0,65,0,0,222,0,0,250000,0,0,0,1,1,0
1033,14311,8,1996,402.0,1023.0,0.0,213.0,1236.0,1236,1104,0,2340,9,787.0,192,180,218,0,0,0,0,306000,0,0,0,0,1,0
764,10800,5,1987,0.0,1200.0,0.0,0.0,1200.0,1200,0,0,1200,5,0.0,120,0,0,0,0,0,0,179000,0,0,0,1,0,1
1165,3604,7,2007,0.0,0.0,0.0,689.0,689.0,703,689,0,1392,5,540.0,0,102,0,0,0,0,0,146000,0,0,0,0,1,0
2037,10320,6,1915,0.0,375.0,0.0,763.0,1138.0,1138,1042,0,2180,7,720.0,0,0,170,0,0,0,0,161000,0,0,0,1,0,1
113,10603,6,1977,28.0,1200.0,0.0,410.0,1610.0,1610,0,0,1610,6,480.0,168,68,0,0,0,0,0,205000,0,0,0,1,1,0
1572,4084,7,1986,340.0,893.0,0.0,384.0,1277.0,1501,0,0,1501,6,512.0,240,0,0,0,0,0,0,241500,0,0,0,0,1,0
2052,7943,4,1961,192.0,903.0,0.0,126.0,1029.0,1029,0,0,1029,5,261.0,64,0,39,0,0,0,0,118500,0,0,0,1,0,1
2702,6930,5,1958,120.0,300.0,294.0,468.0,1062.0,1352,0,0,1352,6,288.0,168,0,294,0,0,0,0,130000,0,0,0,1,1,0
1981,7200,5,1940,279.0,0.0,0.0,808.0,808.0,1072,0,0,1072,5,379.0,0,0,0,0,0,0,0,130000,0,0,0,1,0,1
2335,16052,10,2006,734.0,1206.0,0.0,644.0,1850.0,1850,848,0,2698,11,736.0,250,0,0,0,0,0,0,535000,0,0,1,0,0,0
563,7150,5,1962,60.0,140.0,590.0,182.0,912.0,912,0,0,912,6,252.0,0,0,0,0,0,0,0,123000,0,0,0,1,0,1
1502,6012,4,1955,0.0,0.0,0.0,0.0,0.0,1152,0,0,1152,6,0.0,0,0,0,0,0,0,0,82000,0,0,0,1,0,1
1310,5350,7,1920,0.0,116.0,0.0,508.0,624.0,730,720,0,1450,7,288.0,0,192,0,0,0,0,0,132000,0,0,0,1,0,1
2598,5400,5,1921,0.0,0.0,0.0,1073.0,1073.0,1073,0,0,1073,4,326.0,0,0,112,0,0,0,0,108480,0,0,0,1,0,1
2715,9535,5,1967,450.0,194.0,982.0,0.0,1176.0,1458,0,0,1458,7,512.0,284,0,0,0,0,0,0,165000,0,0,0,1,0,1
1810,7441,7,2006,170.0,0.0,0.0,1461.0,1461.0,1486,0,0,1486,7,566.0,0,32,0,0,0,0,0,181000,0,0,0,0,1,0
778,15400,5,1961,0.0,0.0,0.0,552.0,552.0,904,611,259,1774,8,384.0,290,40,0,0,0,0,0,165000,0,0,0,1,0,1
339,10544,5,1969,0.0,476.0,0.0,388.0,864.0,864,615,0,1479,8,275.0,287,0,280,0,0,0,0,161000,0,0,0,1,0,1
2460,10936,8,2006,60.0,0.0,0.0,1504.0,1504.0,1504,0,0,1504,7,510.0,144,0,0,0,0,0,0,199000,0,0,0,0,1,0
320,11316,7,2002,44.0,624.0,0.0,193.0,817.0,824,1070,0,1894,8,510.0,0,40,0,0,0,0,0,214900,0,0,0,0,1,0
2461,8640,8,2006,0.0,24.0,0.0,1254.0,1278.0,1278,0,0,1278,5,584.0,0,60,0,0,0,0,0,198600,0,0,0,0,1,0
2449,12090,8,1998,650.0,0.0,0.0,1141.0,1141.0,1165,1098,0,2263,10,420.0,144,123,0,0,0,0,0,258000,1,0,0,0,1,0
817,7939,7,2000,23.0,820.0,0.0,348.0,1168.0,1168,1619,0,2787,8,820.0,312,0,0,0,0,0,0,269500,0,0,0,1,0,1
1096,7750,7,2002,0.0,0.0,0.0,707.0,707.0,707,707,0,1414,6,403.0,100,35,0,0,0,0,0,176000,0,0,0,0,1,0
1893,9350,6,1964,108.0,270.0,580.0,452.0,1302.0,1302,0,0,1302,7,309.0,333,0,0,0,0,0,0,158000,0,0,0,1,1,0
479,7750,8,2002,0.0,353.0,0.0,55.0,408.0,779,640,0,1419,7,527.0,120,0,0,0,0,0,0,184100,0,0,0,0,1,0
1657,13001,6,1971,176.0,492.0,121.0,1012.0,1625.0,1220,0,0,1220,6,944.0,0,0,249,0,0,0,0,170000,0,0,0,1,0,1
937,13607,6,1986,242.0,454.0,0.0,118.0,572.0,1182,800,0,1982,6,501.0,400,112,0,0,0,0,1500,208000,0,0,0,1,0,1
879,4435,6,2003,170.0,685.0,0.0,163.0,848.0,848,0,0,848,4,420.0,140,0,0,0,0,0,0,140000,0,0,0,0,1,0
945,3843,8,2007,174.0,1476.0,0.0,120.0,1596.0,1648,0,0,1648,5,482.0,162,53,0,153,0,0,0,230000,0,0,0,0,0,0
1010,5950,8,1989,0.0,319.0,0.0,1018.0,1337.0,1337,0,0,1337,5,462.0,0,73,154,0,0,0,0,188500,0,0,1,0,1,0
2861,12400,5,1940,0.0,602.0,0.0,299.0,901.0,1125,592,0,1717,7,410.0,0,0,0,0,113,0,0,194000,0,0,0,1,0,1
1245,10425,5,1956,0.0,774.0,0.0,330.0,1104.0,1104,0,0,1104,5,384.0,0,0,0,0,0,0,0,133000,0,0,0,1,0,1
854,16269,5,1978,76.0,625.0,0.0,282.0,907.0,907,0,0,907,5,343.0,72,0,0,0,0,0,0,140000,0,0,0,1,0,1
1437,8998,7,2000,120.0,527.0,0.0,255.0,782.0,782,870,0,1652,6,532.0,0,70,0,0,0,0,0,207500,0,0,0,0,1,0
586,10400,6,1967,256.0,0.0,0.0,932.0,932.0,1271,1369,0,2640,8,515.0,0,120,0,0,168,0,0,256900,0,0,0,1,1,0
1947,10134,5,1940,0.0,0.0,0.0,735.0,735.0,735,299,0,1034,5,240.0,0,39,0,0,0,0,0,109000,0,0,0,1,0,1
815,7007,5,1979,0.0,0.0,0.0,0.0,0.0,1513,0,0,1513,8,400.0,0,0,0,0,0,0,0,113722,0,0,0,1,0,1
831,11645,8,2005,76.0,24.0,0.0,1474.0,1498.0,1498,0,0,1498,7,844.0,144,98,0,0,0,0,0,237000,0,0,0,0,1,0
1919,8250,5,1963,0.0,288.0,0.0,765.0,1053.0,1053,0,0,1053,6,692.0,240,0,0,0,109,0,0,142100,0,0,0,1,1,0
2306,11027,6,1954,28.0,468.0,539.0,171.0,1178.0,1293,0,0,1293,5,452.0,280,0,0,0,0,0,0,149900,0,0,0,1,0,1
430,12350,9,2008,450.0,1232.0,0.0,788.0,2020.0,2020,0,0,2020,7,896.0,192,98,0,0,0,0,0,404000,0,1,0,0,0,0
2618,18275,7,1962,0.0,636.0,0.0,802.0,1438.0,1900,548,0,2448,9,441.0,520,102,0,0,0,0,0,277500,0,0,0,1,0,1
245,9206,6,1985,336.0,0.0,0.0,741.0,741.0,977,755,0,1732,7,476.0,192,46,0,0,0,0,0,178000,0,0,0,0,1,0
462,6240,8,2006,176.0,863.0,0.0,461.0,1324.0,1324,0,0,1324,6,550.0,192,38,0,0,0,0,0,254000,0,1,0,0,1,0
182,9656,2,1923,0.0,0.0,0.0,678.0,678.0,832,0,0,832,5,780.0,0,0,0,0,0,0,0,12789,0,0,0,1,0,1
1625,7875,7,1995,38.0,0.0,0.0,1237.0,1237.0,1253,0,0,1253,6,402.0,220,21,0,0,0,0,0,176000,0,0,0,1,0,1
2381,16259,9,2006,370.0,0.0,0.0,1249.0,1249.0,1249,1347,0,2596,9,840.0,240,154,0,0,0,0,0,342643,0,1,0,1,1,0
1827,6173,5,1967,75.0,599.0,0.0,277.0,876.0,902,0,0,902,6,288.0,0,0,0,0,0,0,0,125500,0,0,0,1,0,1
1580,12890,6,1989,128.0,0.0,0.0,1495.0,1495.0,1495,0,0,1495,8,438.0,252,0,192,0,0,0,0,150000,0,0,0,1,0,1
1803,10440,8,2007,0.0,0.0,0.0,1574.0,1574.0,1584,0,0,1584,6,594.0,0,256,0,0,0,0,0,261329,0,0,0,0,0,0
1132,7500,7,2004,120.0,680.0,0.0,400.0,1080.0,1080,0,0,1080,6,0.0,0,0,0,0,0,0,0,141000,0,0,0,1,1,0
1941,9532,4,1953,0.0,595.0,354.0,156.0,1105.0,1647,0,0,1647,6,280.0,225,0,0,0,0,368,0,153000,0,0,0,1,0,1
1742,3922,7,2006,72.0,0.0,0.0,1258.0,1258.0,1258,0,0,1258,6,648.0,144,16,0,0,0,0,0,172500,0,0,0,0,1,0
2026,8730,6,1915,0.0,0.0,0.0,698.0,698.0,698,698,0,1396,7,384.0,0,0,0,0,259,0,0,153575,0,0,0,1,0,1
2245,6060,5,1930,0.0,737.0,0.0,100.0,837.0,1001,0,0,1001,5,216.0,154,0,42,86,0,0,0,124900,0,0,0,0,1,0
1691,14450,9,2006,315.0,0.0,0.0,2121.0,2121.0,2121,0,0,2121,8,732.0,124,98,0,0,142,0,0,415298,0,1,0,0,0,0
725,5400,6,1920,0.0,0.0,0.0,972.0,972.0,1044,0,436,1480,6,207.0,0,0,176,0,0,0,0,119000,0,0,0,0,0,1
1787,10000,8,2006,410.0,0.0,0.0,1588.0,1588.0,1588,0,0,1588,7,825.0,144,45,0,0,0,0,0,227000,0,0,0,0,1,0
1216,10007,5,1959,54.0,806.0,0.0,247.0,1053.0,1053,0,0,1053,5,312.0,0,0,0,0,0,0,0,145500,0,0,0,0,1,0
2654,7830,3,1921,0.0,416.0,0.0,76.0,492.0,492,0,0,492,3,200.0,0,0,78,0,0,0,0,61500,0,0,0,1,0,1
2310,11727,7,1969,434.0,0.0,0.0,1851.0,1851.0,1851,0,0,1851,8,506.0,0,146,0,0,0,0,0,192100,0,0,0,1,0,1
761,10320,6,1915,0.0,276.0,262.0,160.0,698.0,754,649,0,1403,7,308.0,0,0,288,0,0,0,0,116000,0,0,0,1,0,1
1884,10482,6,1958,63.0,507.0,0.0,81.0,588.0,1138,0,0,1138,6,264.0,224,0,0,0,0,0,0,145000,0,0,0,1,0,1
449,15274,9,2003,724.0,1972.0,0.0,480.0,2452.0,2452,0,0,2452,10,886.0,0,116,0,0,0,0,0,445000,0,1,0,0,0,0
856,8800,5,1977,0.0,532.0,144.0,364.0,1040.0,1040,0,0,1040,5,484.0,0,0,0,0,288,0,0,150500,0,0,0,1,1,0
11,10000,6,1993,0.0,0.0,0.0,763.0,763.0,763,892,0,1655,7,440.0,157,84,0,0,0,0,0,175900,0,0,0,1,0,1
389,10140,6,1974,196.0,888.0,0.0,228.0,1116.0,1116,0,0,1116,6,528.0,0,0,0,0,0,0,0,167900,0,0,0,1,0,1
2415,14054,7,2006,0.0,0.0,0.0,879.0,879.0,879,984,0,1863,9,660.0,100,17,0,0,0,0,0,219210,0,0,0,0,1,0
77,11218,6,1992,0.0,0.0,0.0,1055.0,1055.0,1055,790,0,1845,8,462.0,635,104,0,0,0,0,400,189000,0,0,0,0,1,0
1238,8856,5,1957,143.0,621.0,52.0,503.0,1176.0,1176,0,0,1176,6,292.0,0,88,0,0,95,0,0,136500,0,0,0,1,0,1
223,7800,5,1966,47.0,240.0,474.0,150.0,864.0,892,0,0,892,5,416.0,0,0,0,0,0,0,0,137900,0,0,0,1,1,0
723,7200,5,1910,0.0,247.0,465.0,310.0,1022.0,1022,0,0,1022,4,280.0,0,30,226,0,0,0,0,85000,0,0,0,1,0,1
2562,10680,5,1951,44.0,756.0,0.0,1380.0,2136.0,2136,0,0,2136,7,528.0,0,30,0,0,0,0,0,137900,0,0,0,1,0,1
995,9535,6,1998,0.0,851.0,0.0,75.0,926.0,926,678,0,1604,7,472.0,100,82,0,0,0,0,0,195500,0,0,0,1,0,1
287,6858,6,1915,0.0,0.0,0.0,806.0,806.0,841,806,0,1647,6,216.0,0,66,136,0,0,0,0,128000,0,0,0,1,0,0
1152,8100,5,1961,0.0,764.0,0.0,100.0,864.0,864,0,0,864,5,420.0,132,0,0,0,0,0,0,135000,0,0,0,1,1,0
1449,9216,5,1975,176.0,294.0,0.0,782.0,1076.0,1076,0,0,1076,5,576.0,0,0,0,0,0,0,0,143195,0,0,0,1,0,1
1330,9100,5,1930,0.0,0.0,0.0,742.0,742.0,779,0,156,935,4,308.0,0,0,0,0,0,0,600,79500,0,0,0,1,0,1
1134,12774,7,2003,95.0,0.0,0.0,835.0,835.0,835,828,0,1663,8,478.0,168,68,0,0,0,0,0,192500,0,0,0,0,1,0
706,6000,5,1950,0.0,384.0,0.0,384.0,768.0,768,560,0,1328,6,308.0,0,12,0,0,0,0,0,129500,0,0,0,1,0,1
1617,10364,6,1995,0.0,0.0,0.0,806.0,806.0,806,766,0,1572,7,373.0,0,40,0,0,0,0,0,168000,0,0,0,1,0,1
1339,6000,6,1939,0.0,264.0,0.0,475.0,739.0,874,468,0,1342,7,240.0,0,0,0,0,0,0,0,105000,0,0,0,1,0,1
1664,10530,6,1971,0.0,282.0,35.0,664.0,981.0,981,0,0,981,5,576.0,0,312,40,0,0,0,0,143250,0,0,0,1,0,1
1433,9525,5,1995,0.0,0.0,0.0,1099.0,1099.0,1099,0,0,1099,6,352.0,278,0,0,0,0,0,0,144000,0,0,0,1,1,0
75,8880,7,1994,0.0,695.0,0.0,253.0,948.0,1222,888,0,2110,8,463.0,0,130,0,0,0,0,0,205000,0,0,0,0,1,0
2255,8410,6,1974,0.0,924.0,0.0,46.0,970.0,1026,0,0,1026,5,528.0,193,0,0,0,0,0,0,143000,0,0,0,1,0,1
1170,4385,9,2001,0.0,964.0,0.0,455.0,1419.0,1419,0,0,1419,5,588.0,155,58,0,0,0,0,0,290000,0,0,0,0,0,0
45,12919,9,2009,760.0,2188.0,0.0,142.0,2330.0,2364,0,0,2364,11,820.0,0,67,0,0,0,0,0,611657,0,1,0,0,0,0
836,12464,5,1996,0.0,732.0,0.0,308.0,1040.0,1040,0,0,1040,6,576.0,168,0,0,0,0,0,0,152000,0,0,0,1,1,0
8,5005,8,1992,0.0,263.0,0.0,1017.0,1280.0,1280,0,0,1280,5,506.0,0,82,0,0,144,0,0,191500,0,0,1,0,1,0
1704,9591,8,2004,344.0,0.0,0.0,1143.0,1143.0,1143,1330,0,2473,9,852.0,192,151,0,0,0,0,0,317000,0,1,0,0,1,0
2068,6960,7,1940,0.0,258.0,0.0,422.0,680.0,798,504,0,1302,6,224.0,0,0,0,0,126,0,0,165250,0,0,0,1,1,0
1488,9825,5,1966,0.0,609.0,0.0,483.0,1092.0,1092,0,0,1092,6,264.0,259,0,0,0,161,0,0,123000,0,0,0,1,0,1
1391,14175,6,1956,0.0,776.0,0.0,212.0,988.0,1188,0,0,1188,4,621.0,102,89,231,0,0,0,0,185000,0,0,0,1,0,1
2633,7400,7,1962,0.0,809.0,0.0,236.0,1045.0,1045,0,0,1045,6,528.0,0,0,0,0,0,0,0,120000,0,0,0,1,0,1
1872,10738,6,1966,0.0,792.0,0.0,301.0,1093.0,1093,0,0,1093,6,484.0,224,0,0,0,0,0,400,158500,0,0,0,1,0,1
1138,8366,6,2004,0.0,0.0,0.0,798.0,798.0,798,842,0,1640,6,520.0,138,45,0,0,0,0,0,173000,0,0,0,0,1,0
1899,9842,4,1962,0.0,0.0,0.0,0.0,0.0,1224,0,0,1224,6,462.0,0,0,0,0,0,0,0,101800,0,0,0,1,0,1
915,7200,7,1936,0.0,350.0,210.0,0.0,560.0,575,560,0,1135,6,576.0,256,0,0,0,0,0,0,155000,0,0,0,0,1,0
660,10230,5,1925,0.0,0.0,0.0,1054.0,1054.0,1078,0,0,1078,6,264.0,0,0,0,0,112,0,0,125000,0,0,0,1,0,0
2004,8626,4,1956,1.0,0.0,0.0,0.0,0.0,968,0,0,968,5,331.0,0,0,0,0,0,0,0,104500,0,0,0,1,0,1
443,8834,9,2004,216.0,1170.0,0.0,292.0,1462.0,1462,762,0,2224,10,738.0,184,0,0,0,0,0,0,350000,0,1,0,0,0,0
2627,8544,3,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,1040,6,400.0,0,0,0,0,0,0,0,93500,0,0,0,1,0,1
1438,9179,7,1999,158.0,633.0,0.0,240.0,873.0,882,908,0,1790,7,588.0,0,88,0,0,0,0,0,193000,0,0,0,0,1,0
1525,11526,6,1922,0.0,0.0,0.0,588.0,588.0,1423,748,384,2555,11,672.0,431,0,0,0,0,0,0,191000,0,0,0,1,0,1
2644,5684,6,1930,0.0,0.0,0.0,813.0,813.0,813,0,0,813,5,270.0,0,113,0,0,0,0,0,110000,0,0,0,1,1,0
866,11885,8,2001,108.0,990.0,0.0,309.0,1299.0,1299,573,0,1872,7,531.0,160,122,0,0,0,0,0,261500,0,0,0,0,0,0
620,9600,5,1956,0.0,504.0,0.0,546.0,1050.0,1050,0,0,1050,5,338.0,0,0,0,0,0,0,0,128900,0,0,0,1,0,1
2451,17242,9,1993,738.0,292.0,1393.0,48.0,1733.0,1933,1567,0,3500,11,959.0,870,86,0,0,210,0,0,584500,1,0,0,0,0,0
2186,10215,4,1954,132.0,492.0,0.0,372.0,864.0,948,0,0,948,5,248.0,0,0,0,0,0,0,0,111000,0,0,0,1,0,1
2025,8550,5,1926,0.0,0.0,0.0,750.0,750.0,960,356,0,1316,7,576.0,0,0,0,0,0,0,0,90000,0,0,0,1,0,1
1916,18450,6,1965,113.0,187.0,723.0,111.0,1021.0,1465,915,0,2380,7,596.0,0,265,0,0,0,0,0,129000,0,0,0,1,0,1
1542,14778,6,1954,72.0,728.0,0.0,568.0,1296.0,1640,0,0,1640,7,924.0,108,0,0,216,0,0,0,224000,0,0,0,0,1,0
1163,3180,6,2005,0.0,390.0,0.0,210.0,600.0,600,600,0,1200,5,480.0,0,166,0,0,0,0,0,165000,0,0,0,0,1,0
205,3068,6,1920,0.0,0.0,0.0,662.0,662.0,662,662,0,1324,6,180.0,0,0,112,0,0,0,0,122000,0,0,0,1,0,1
2261,8298,8,2006,0.0,583.0,0.0,963.0,1546.0,1564,0,0,1564,6,502.0,132,0,0,0,0,0,0,267300,0,0,0,0,0,0
423,13518,9,2008,860.0,0.0,0.0,1926.0,1926.0,1966,1174,0,3140,11,820.0,144,78,0,0,0,0,0,485000,0,1,0,0,0,0
2687,33120,6,1962,0.0,0.0,0.0,1595.0,1595.0,1611,875,0,2486,8,576.0,0,0,0,0,0,0,0,220000,0,0,0,1,0,1
1436,13142,6,1997,128.0,688.0,0.0,176.0,864.0,872,899,0,1771,6,600.0,0,96,0,0,0,0,0,215700,0,0,0,1,1,0
444,11362,8,2004,42.0,1039.0,0.0,797.0,1836.0,1836,0,0,1836,7,862.0,125,185,0,0,0,0,0,280000,0,1,0,0,1,0
1067,10845,8,2003,504.0,1149.0,0.0,454.0,1603.0,1575,0,0,1575,7,732.0,216,28,0,0,0,0,0,284000,0,1,0,0,1,0
2290,1936,4,1970,0.0,131.0,499.0,0.0,630.0,630,0,0,630,3,0.0,0,0,0,0,0,0,0,84500,0,0,0,1,0,1
168,9760,6,1963,218.0,717.0,263.0,415.0,1395.0,1395,0,0,1395,7,440.0,657,0,113,0,240,0,0,192000,0,0,0,1,0,1
2643,3960,7,1930,0.0,0.0,0.0,502.0,502.0,502,502,0,1004,5,200.0,280,0,68,0,0,0,0,105000,0,0,0,1,1,0
2802,9100,7,2004,0.0,24.0,0.0,1836.0,1860.0,1836,0,0,1836,8,484.0,120,33,0,0,0,0,0,216837,0,0,0,0,1,0
1224,9600,5,1960,203.0,658.0,0.0,638.0,1296.0,1496,0,0,1496,6,450.0,0,22,0,0,0,0,0,141500,0,0,0,0,1,0
1382,9764,5,1967,0.0,702.0,0.0,192.0,894.0,894,0,0,894,5,450.0,0,0,0,0,0,0,0,130000,0,0,0,1,1,0
853,8430,5,1978,136.0,616.0,0.0,424.0,1040.0,1040,0,0,1040,5,0.0,0,0,0,0,0,0,0,124000,0,0,0,1,0,1
2237,9060,5,1923,0.0,548.0,0.0,311.0,859.0,942,886,0,1828,6,0.0,174,0,212,0,0,0,0,150909,0,0,0,1,1,0
2585,12778,5,1952,0.0,658.0,0.0,350.0,1008.0,1008,0,0,1008,4,280.0,0,154,0,0,0,0,0,139500,0,0,0,1,0,1
2193,8172,4,1955,0.0,682.0,0.0,182.0,864.0,864,0,0,864,5,528.0,196,0,0,0,0,0,0,79275,0,0,0,1,0,1
2262,9037,8,2006,32.0,428.0,0.0,1048.0,1476.0,1484,0,0,1484,6,472.0,120,33,0,0,0,0,0,265900,0,0,0,0,0,0
1528,6292,6,1930,0.0,384.0,0.0,384.0,768.0,790,0,0,790,4,160.0,0,141,0,0,0,0,0,91000,0,0,0,1,0,1
370,11900,5,1977,157.0,400.0,0.0,722.0,1122.0,946,988,0,1934,6,567.0,0,176,0,0,200,0,0,185000,0,0,0,1,0,1
2629,7945,5,1959,0.0,179.0,506.0,465.0,1150.0,1150,0,0,1150,6,300.0,0,0,0,0,0,0,0,141000,0,0,0,1,0,1
1703,16659,8,2007,0.0,0.0,0.0,1582.0,1582.0,1582,570,0,2152,7,728.0,0,368,0,0,0,0,0,260116,0,1,0,0,1,0
793,9340,4,1941,0.0,344.0,0.0,328.0,672.0,672,0,0,672,4,234.0,0,113,0,0,0,0,0,113000,0,0,0,1,0,1
1429,11454,8,1995,302.0,770.0,0.0,631.0,1401.0,1511,0,0,1511,6,811.0,168,42,0,0,0,0,0,225000,0,0,0,0,1,0
648,8480,5,1945,0.0,700.0,0.0,93.0,793.0,793,0,0,793,4,240.0,0,0,0,0,0,0,0,113000,0,0,0,1,0,0
279,6305,6,1975,0.0,528.0,0.0,480.0,1008.0,1096,0,0,1096,5,352.0,0,0,0,0,0,0,0,125200,0,0,0,1,0,1
1705,9709,8,2007,120.0,778.0,0.0,140.0,918.0,958,1142,0,2100,8,786.0,172,104,0,0,0,0,0,319500,0,1,0,0,0,0
1257,10930,5,1945,0.0,580.0,0.0,333.0,913.0,1048,510,0,1558,6,288.0,0,0,0,0,0,0,0,140000,0,0,0,1,0,1
2894,50102,6,1958,0.0,909.0,0.0,723.0,1632.0,1650,0,0,1650,6,518.0,0,0,0,0,138,0,0,250764,0,0,0,1,0,1
1062,8899,8,2007,108.0,40.0,0.0,908.0,948.0,948,1140,0,2088,10,656.0,100,24,0,0,0,0,0,250000,0,1,0,0,1,0
1729,10237,6,2005,0.0,0.0,0.0,768.0,768.0,768,768,0,1536,6,400.0,100,38,0,0,0,0,0,176000,0,0,0,0,1,0
1925,9736,6,1957,289.0,668.0,138.0,525.0,1331.0,1721,0,0,1721,8,464.0,0,0,0,0,0,0,0,174850,0,0,0,1,0,1
415,2364,6,1978,0.0,320.0,0.0,484.0,804.0,804,744,0,1548,7,440.0,108,0,0,0,0,0,0,147000,0,0,0,1,0,1
78,7892,6,1979,0.0,0.0,0.0,918.0,918.0,918,0,0,918,5,264.0,28,0,0,0,0,0,0,99500,0,0,0,1,0,1
428,12350,9,2009,0.0,986.0,0.0,379.0,1365.0,1365,1325,0,2690,8,864.0,0,197,0,0,0,0,0,398800,0,1,0,0,0,0
1756,7917,6,1999,0.0,0.0,0.0,953.0,953.0,953,694,0,1647,7,460.0,0,40,0,0,0,0,0,175000,0,0,0,1,0,1
1280,7200,5,1954,0.0,0.0,0.0,825.0,825.0,825,0,0,825,4,350.0,0,0,0,0,0,0,0,109500,0,0,0,1,0,1
1928,12155,6,1970,0.0,1237.0,0.0,420.0,1657.0,1657,0,0,1657,7,484.0,0,0,0,0,147,0,0,163500,0,0,0,1,0,1
2671,7446,4,1941,0.0,266.0,0.0,522.0,788.0,788,0,0,788,4,0.0,0,0,0,0,0,0,0,100000,0,0,0,1,0,1
2501,11025,8,1992,692.0,1118.0,0.0,216.0,1334.0,1520,1306,0,2826,9,888.0,177,208,186,0,0,0,0,334000,1,0,0,0,1,0
225,7832,5,1968,0.0,775.0,0.0,89.0,864.0,864,0,0,864,4,280.0,226,0,0,0,0,0,0,137250,0,0,0,1,0,1
2317,19378,7,2005,456.0,57.0,0.0,1335.0,1392.0,1392,1070,0,2462,9,576.0,239,132,0,168,0,0,0,320000,0,0,0,0,1,0
160,9830,5,1959,0.0,72.0,258.0,733.0,1063.0,1287,0,0,1287,7,576.0,364,17,0,0,182,0,0,162000,0,0,0,1,1,0
100,4403,7,2009,432.0,578.0,0.0,892.0,1470.0,1478,0,0,1478,7,484.0,0,144,0,0,0,0,0,222000,0,0,0,0,1,0
482,8174,7,2003,0.0,494.0,0.0,204.0,698.0,698,644,0,1342,7,393.0,100,56,0,0,0,0,0,178000,0,0,0,0,1,0
177,7200,5,1940,294.0,510.0,0.0,278.0,788.0,804,0,0,804,4,240.0,0,0,154,0,0,0,0,119000,0,0,0,1,1,0
1971,7590,5,1962,288.0,540.0,0.0,324.0,864.0,876,936,0,1812,8,264.0,0,168,0,0,0,0,0,169500,0,0,0,1,0,1
484,8795,7,2000,0.0,300.0,0.0,652.0,952.0,980,1276,0,2256,8,554.0,224,54,0,0,0,0,0,236000,0,0,0,0,1,0
1561,3843,8,2007,186.0,1476.0,0.0,120.0,1596.0,1648,0,0,1648,5,525.0,162,53,0,153,0,0,0,294464,0,0,0,0,0,0
992,11075,6,1969,0.0,500.0,276.0,176.0,952.0,1092,1020,0,2112,9,576.0,280,0,0,0,0,0,0,206900,0,0,0,1,0,1
73,10142,7,2004,0.0,656.0,0.0,300.0,956.0,956,1128,0,2084,8,618.0,0,45,0,0,0,0,0,233000,0,0,0,0,1,0
2646,7741,6,1924,0.0,143.0,72.0,817.0,1032.0,1032,0,0,1032,5,280.0,0,0,112,0,0,0,0,108000,0,0,0,1,0,1
994,8139,6,1995,119.0,476.0,0.0,204.0,680.0,680,790,0,1470,7,420.0,192,49,0,0,0,0,0,165000,0,0,0,1,0,1
2138,8982,5,1977,0.0,539.0,0.0,501.0,1040.0,1040,0,0,1040,5,748.0,0,0,0,0,0,0,0,134900,0,0,0,1,0,1
2013,6120,5,1939,0.0,0.0,0.0,884.0,884.0,884,0,0,884,5,240.0,0,0,136,0,0,0,0,113000,0,0,0,0,0,1
2126,16561,5,1996,0.0,549.0,0.0,548.0,1097.0,1097,0,0,1097,6,242.0,306,0,0,0,0,0,0,147900,0,0,0,1,0,1
898,4060,5,1922,0.0,0.0,0.0,864.0,864.0,864,0,0,864,4,0.0,0,96,0,0,0,0,0,99900,0,0,0,1,0,1
1048,2308,6,1975,0.0,286.0,294.0,275.0,855.0,855,601,0,1456,7,460.0,0,0,0,0,0,0,0,143000,0,0,0,1,0,1
2676,6240,6,1934,0.0,0.0,0.0,816.0,816.0,816,0,360,1176,6,528.0,112,0,0,0,0,0,400,114500,0,0,0,1,0,1
2498,8789,5,1967,0.0,659.0,0.0,253.0,912.0,941,0,0,941,6,288.0,64,0,0,0,0,0,0,129200,0,0,0,1,0,1
1560,5587,8,2008,186.0,1480.0,0.0,120.0,1600.0,1652,0,0,1652,5,482.0,162,53,0,153,0,0,0,392500,0,0,0,0,1,0
296,9042,7,1941,0.0,275.0,0.0,877.0,1152.0,1188,1152,0,2340,9,252.0,0,60,0,0,0,0,2500,266500,0,0,0,0,1,0
